,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
566,Virginia,De Antoni,Female,17,1964-03-14,Telecommunications,High Net Worth,N,Yes,12,88093 Pierstorff Plaza,2030,NSW,Australia,10,563,0.8075
567,Nicolas,O'Donnell,Male,40,1986-09-25,,Mass Customer,N,Yes,14,3319 Anthes Crossing,3177,VIC,Australia,7,568,0.8
568,Oswald,MacCarlich,Male,81,1991-11-24,Entertainment,Mass Customer,N,No,14,16 Mosinee Place,4717,QLD,Australia,1,568,0.8
569,Ailyn,Howgate,Female,66,2001-09-27,Manufacturing,Mass Customer,N,Yes,2,197 Northport Plaza,4213,QLD,Australia,7,568,0.8
570,Karol,Salthouse,Female,53,1968-07-29,Financial Services,Mass Customer,N,Yes,18,10236 Mifflin Avenue,2570,NSW,Australia,8,568,0.8
571,Esdras,Birchett,Male,81,1950-12-09,Entertainment,Mass Customer,N,Yes,21,5287 Clarendon Plaza,2258,NSW,Australia,9,568,0.8
572,Wilfrid,Gertray,Male,1,1942-08-23,Financial Services,Mass Customer,N,No,16,38407 Sutteridge Circle,2766,NSW,Australia,8,568,0.8
573,Charmain,Styles,Female,49,1965-02-25,Property,High Net Worth,N,Yes,18,423 Holy Cross Lane,3029,VIC,Australia,7,574,0.7989999999999999
574,Harlene,Nono,U,69,1971-04-20,IT,Mass Customer,N,No,12,0307 Namekagon Crossing,2170,NSW,Australia,7,575,0.796875
575,Kirsteni,Gritskov,Female,66,1998-05-12,,Mass Customer,N,No,4,743 Stuart Terrace,2560,NSW,Australia,7,575,0.796875
576,Bobby,Summersby,Male,90,1943-10-27,Financial Services,Affluent Customer,N,No,7,1478 Oak Valley Park,3350,VIC,Australia,2,575,0.796875
577,Shepherd,Dutchburn,Male,33,1976-08-12,Financial Services,High Net Worth,N,Yes,9,8970 Anhalt Junction,2160,NSW,Australia,9,575,0.796875
578,Berenice,Kaesmakers,Female,64,1994-10-15,Retail,Mass Customer,N,No,11,563 Waywood Park,2145,NSW,Australia,9,575,0.796875
579,Jesse,Crosio,Male,75,1994-04-15,,Mass Customer,N,Yes,13,9313 Mayer Street,3133,VIC,Australia,8,575,0.796875
580,Cordi,Thornton,Female,47,1973-01-04,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,NSW,Australia,10,575,0.796875
581,Debbie,Tillman,Female,3,1990-07-06,Manufacturing,High Net Worth,N,Yes,13,527 Jay Trail,4551,QLD,Australia,8,582,0.79
582,Judie,Pirkis,Female,2,1995-07-18,,Affluent Customer,N,Yes,4,6 Loftsgordon Pass,2111,NSW,Australia,11,583,0.7875
583,Flin,Yoskowitz,Male,9,1995-12-17,Health,Mass Customer,N,Yes,11,9940 Manley Drive,2574,NSW,Australia,7,583,0.7875
584,Noel,Sturch,Female,26,1951-10-28,Health,Mass Customer,N,No,10,0736 West Crossing,3585,VIC,Australia,1,583,0.7875
585,Letizia,Poore,Female,27,1938-08-30,Manufacturing,Affluent Customer,N,No,15,95796 Mcbride Drive,3677,VIC,Australia,3,583,0.7875
586,Raynard,LN_unkown,Male,32,1996-04-13,Health,Affluent Customer,N,No,14,20187 Loomis Court,4132,QLD,Australia,6,587,0.78625
587,Kiley,Grunder,Male,95,1994-04-17,Financial Services,Affluent Customer,N,Yes,1,17393 Colorado Hill,4006,QLD,Australia,8,587,0.78625
588,Ethelred,Sissel,Male,83,1974-12-25,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,NSW,Australia,8,587,0.78625
589,Dena,Pabst,Female,39,1987-04-20,Manufacturing,High Net Worth,N,Yes,17,02023 Loeprich Drive,3037,VIC,Australia,7,590,0.7835937499999999
590,Wyndham,Woolford,Male,1,1979-10-22,Manufacturing,Mass Customer,N,No,10,9107 Pine View Plaza,3977,VIC,Australia,6,591,0.782
591,Rochette,Haddacks,Female,44,1996-05-10,Retail,Affluent Customer,N,Yes,13,822 Di Loreto Junction,3020,VIC,Australia,8,591,0.782
592,Jamal,Dudgeon,Male,83,1965-02-09,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5,591,0.782
593,Levin,Coxen,Male,13,1955-10-22,Property,Mass Customer,N,No,20,32 Hazelcrest Court,2753,NSW,Australia,8,594,0.78125
594,Marinna,Kauschke,Female,21,1973-03-15,Financial Services,Affluent Customer,N,Yes,8,9 Forster Circle,3174,VIC,Australia,3,595,0.775625
595,Kyle,Michie,Female,6,1958-07-19,,Mass Customer,N,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8,595,0.775625
596,Lanie,Cobbold,Male,57,1978-12-31,,Mass Customer,N,Yes,9,936 Porter Lane,2323,NSW,Australia,5,595,0.775625
597,Gilbert,O'Fallone,Male,29,1994-11-07,Entertainment,High Net Worth,N,No,1,6 Havey Pass,2126,NSW,Australia,11,595,0.775625
598,Gerianne,Kaysor,U,15,1971-04-20,IT,Affluent Customer,N,No,5,882 Toban Lane,2121,NSW,Australia,11,599,0.775
599,Esther,McOnie,Female,59,1939-05-26,,Mass Customer,N,No,14,844 Forster Place,2096,NSW,Australia,12,599,0.775
600,Chaim,Kingdon,Male,63,1996-01-21,Financial Services,Affluent Customer,N,Yes,15,42590 Bellgrove Court,2097,NSW,Australia,9,599,0.775
601,Anson,Dearnaly,Male,68,1997-06-29,Health,Affluent Customer,N,Yes,11,6060 Veith Crossing,2103,NSW,Australia,11,602,0.7735
602,Caitrin,Critten,Female,45,1973-01-29,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,QLD,Australia,7,603,0.7703125
603,Garreth,Minett,Male,93,1961-05-23,,Affluent Customer,N,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7,604,0.765
604,Rozamond,Sommer,Female,27,1966-09-19,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,Australia,10,604,0.765
605,Annabell,Downer,Female,33,1955-11-25,,Affluent Customer,N,No,20,8738 Lukken Terrace,2763,NSW,Australia,9,606,0.7649999999999999
606,Maximilian,Geffen,Male,96,1955-07-13,Manufacturing,Mass Customer,N,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8,606,0.7649999999999999
607,Ajay,Worham,Female,80,1979-09-30,Manufacturing,Mass Customer,N,Yes,12,5 Homewood Road,2800,NSW,Australia,6,606,0.7649999999999999
608,Jamison,Cashin,Male,70,1970-05-19,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,609,0.7625
609,Dorian,Emery,Female,94,1998-08-24,Manufacturing,Mass Customer,N,Yes,9,67 Beilfuss Plaza,2168,NSW,Australia,8,609,0.7625
610,Nicol,Swinford,Male,65,1976-12-07,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,QLD,Australia,7,609,0.7625
611,Agna,Cowpe,Female,88,1969-03-05,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,Australia,3,612,0.7570312499999999
612,Nev,Prosh,Male,29,1950-05-08,Health,Affluent Customer,N,Yes,17,6115 Forest Crossing,2148,NSW,Australia,8,612,0.7570312499999999
613,Lucius,Hatchell,Male,37,1951-03-19,Retail,Mass Customer,N,Yes,14,432 Ronald Regan Court,3782,VIC,Australia,8,612,0.7570312499999999
614,Francisca,Pottage,Female,63,1957-06-10,IT,Mass Customer,N,No,8,8600 Forster Lane,2177,NSW,Australia,9,615,0.7565
615,Farlie,Brookz,Male,62,1963-07-31,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,Australia,12,615,0.7565
616,Mariette,LN_unkown,Female,47,1956-07-05,Property,Affluent Customer,N,Yes,17,770 Farmco Point,2049,NSW,Australia,11,617,0.7543749999999999
617,Beverlee,Ungerechts,Female,49,1973-10-03,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,QLD,Australia,7,617,0.7543749999999999
618,Nanni,Girodias,Female,61,1959-01-08,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,NSW,Australia,9,617,0.7543749999999999
619,Delcina,Hursey,Female,22,1968-12-26,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,Australia,4,620,0.75
620,Lek,Pimblett,Male,88,1955-09-29,Financial Services,Mass Customer,N,Yes,6,97 Merrick Center,2460,NSW,Australia,2,620,0.75
621,Kellyann,Adshad,Female,62,1940-06-07,,Mass Customer,N,Yes,22,29 Tennyson Alley,2161,NSW,Australia,9,620,0.75
622,Ewell,Paulusch,Male,31,1998-01-15,Manufacturing,Mass Customer,N,Yes,8,8194 Lien Street,4032,QLD,Australia,7,620,0.75
623,Madison,Lars,Male,11,1967-01-19,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,Australia,9,620,0.75
624,Ardis,Taree,Female,97,1960-04-12,Manufacturing,Affluent Customer,N,Yes,5,0 Emmet Trail,4128,QLD,Australia,9,625,0.748
625,Wheeler,Godsil,Male,51,1993-09-20,Manufacturing,Affluent Customer,N,Yes,6,7 Spaight Drive,2147,NSW,Australia,9,626,0.74375
626,Marissa,O'Scandall,Female,17,1973-07-13,,Affluent Customer,N,Yes,7,45000 Randy Court,3199,VIC,Australia,7,626,0.74375
627,Terrel,Keynd,Male,30,1961-04-20,Manufacturing,Mass Customer,N,No,9,65 David Pass,4221,QLD,Australia,7,626,0.74375
628,Augie,Swallwell,Male,42,1939-08-22,Property,Affluent Customer,N,Yes,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,626,0.74375
629,Dillon,Bannister,Male,7,1945-12-24,,Mass Customer,N,No,11,43 Dayton Drive,2062,NSW,Australia,9,626,0.74375
630,Osbourn,Gherardini,Male,43,1987-05-01,,High Net Worth,N,Yes,16,5 Dryden Road,2782,NSW,Australia,7,626,0.74375
631,Lissa,Gawn,Female,86,1962-09-21,Health,Mass Customer,N,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,632,0.74
632,Leisha,McConway,Female,3,1975-10-31,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,632,0.74
633,Kearney,Cuddehy,Male,88,1997-05-18,Retail,Mass Customer,N,No,12,98 Shoshone Road,4207,QLD,Australia,6,634,0.7394999999999999
634,Shellysheldon,Bichard,Male,96,1954-01-06,Financial Services,Mass Customer,N,Yes,16,7199 Springview Parkway,4503,QLD,Australia,5,634,0.7394999999999999
635,Reinhard,Oscroft,Male,23,1950-03-18,Health,High Net Worth,N,No,18,045 Magdeline Court,3690,VIC,Australia,1,634,0.7394999999999999
636,Menard,Venmore,Male,97,1978-04-04,Retail,High Net Worth,N,No,8,5 Hoard Trail,2197,NSW,Australia,10,637,0.7374999999999999
637,Andree,Breeds,Female,31,1954-10-19,Financial Services,Affluent Customer,N,Yes,11,93 Scofield Pass,3152,VIC,Australia,6,637,0.7374999999999999
638,Kata,Harrop,Female,70,1950-05-04,Retail,Affluent Customer,N,Yes,13,2 Ridgeway Avenue,2196,NSW,Australia,10,637,0.7374999999999999
639,Pierrette,Gummie,Female,18,1966-08-04,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,Australia,8,637,0.7374999999999999
640,Nady,Withinshaw,Female,96,1968-02-17,,High Net Worth,N,No,8,7 Brentwood Circle,4000,QLD,Australia,7,641,0.7343749999999999
641,Demott,Mullaly,Male,42,1982-12-15,Property,Mass Customer,N,No,13,28 Hazelcrest Drive,2525,NSW,Australia,8,642,0.7331249999999999
642,Wendye,Kleinplatz,Female,48,1996-05-28,Manufacturing,Affluent Customer,N,No,14,01 Reindahl Circle,4132,QLD,Australia,3,643,0.731
643,Irvin,Bevans,Male,82,1962-07-12,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,NSW,Australia,11,644,0.73046875
644,Madella,Marquiss,Female,51,1976-10-08,,Affluent Customer,N,No,18,0 Larry Park,3175,VIC,Australia,8,644,0.73046875
645,Austine,Speedy,Female,38,1940-05-23,Argiculture,High Net Worth,N,Yes,14,69 Sunfield Terrace,2558,NSW,Australia,8,646,0.73
646,Wolf,Craft,Male,93,1995-07-19,Retail,Affluent Customer,N,Yes,5,7513 Swallow Drive,2148,NSW,Australia,9,646,0.73
647,Aldin,Newsome,Male,24,1981-07-06,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,NSW,Australia,9,648,0.725
648,Sindee,Jasik,Female,18,1942-10-21,Health,Mass Customer,N,Yes,15,0689 Melby Park,4030,QLD,Australia,9,648,0.725
649,Truman,Arlett,Male,58,1958-06-25,Manufacturing,High Net Worth,N,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,648,0.725
650,Gordon,Rewan,Male,42,1988-01-07,,Mass Customer,N,No,5,91 Calypso Trail,2750,NSW,Australia,8,651,0.7225
651,Israel,Brough,Male,29,1976-10-29,,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,651,0.7225
652,Leticia,Hovenden,Female,98,1997-04-03,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,653,0.7187500000000001
653,Caritta,Compston,Female,86,1958-04-25,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,653,0.7187500000000001
654,Annabelle,Hanwell,Female,11,1951-11-28,Manufacturing,High Net Worth,N,Yes,15,99 Sherman Parkway,3083,VIC,Australia,12,655,0.7171875
655,Darryl,Hovee,Female,2,1944-04-28,Financial Services,Mass Customer,N,Yes,19,381 Emmet Terrace,2047,NSW,Australia,12,655,0.7171875
656,Orly,Nesbitt,Female,6,1985-03-25,Manufacturing,High Net Worth,N,Yes,14,7 Beilfuss Road,3163,VIC,Australia,6,657,0.714
657,Margette,Gibard,Female,34,1942-07-06,Manufacturing,Affluent Customer,N,Yes,9,37068 Montana Street,2011,NSW,Australia,7,658,0.7124999999999999
658,Nicol,Bertot,Female,25,1977-09-11,Financial Services,Affluent Customer,N,Yes,18,7 Elgar Hill,3060,VIC,Australia,5,658,0.7124999999999999
659,Nobe,Trowsdale,Male,12,1968-07-12,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,Australia,3,658,0.7124999999999999
660,Stephen,Tittershill,Male,73,1991-12-21,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,VIC,Australia,11,658,0.7124999999999999
661,Giselbert,Pickring,Male,94,1959-07-28,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,NSW,Australia,8,662,0.711875
662,Shane,Diss,Female,50,1980-10-29,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,662,0.711875
663,Lisette,Davers,Female,59,1940-10-26,Health,High Net Worth,N,No,17,504 Stuart Pass,2130,NSW,Australia,11,662,0.711875
664,Chicky,Sinclar,U,43,1971-04-20,IT,High Net Worth,N,Yes,0,5 Red Cloud Place,3222,VIC,Australia,4,662,0.711875
665,Kippar,Whyatt,Male,13,1960-01-21,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,666,0.71
666,Xenia,Maleck,Female,41,1960-02-14,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,VIC,Australia,7,666,0.71
667,Essie,Withur,Female,42,1941-02-26,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,VIC,Australia,7,668,0.7054999999999999
668,Cecil,Gant,Male,52,1976-07-16,,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,668,0.7054999999999999
669,Lillis,Eshmade,Female,50,1974-10-12,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,668,0.7054999999999999
670,Ted,Izacenko,Male,3,1959-08-01,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,VIC,Australia,10,668,0.7054999999999999
671,Nixie,Shoesmith,Female,45,1956-12-04,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,672,0.7039062500000001
672,Briana,Trill,Female,5,1944-03-18,Health,High Net Worth,N,No,11,0433 La Follette Road,2137,NSW,Australia,11,672,0.7039062500000001
673,Cobbie,Bruyett,Male,20,1956-03-19,,Mass Customer,N,Yes,20,8593 Prairie Rose Way,2500,NSW,Australia,8,674,0.703125
674,Wrennie,Dwelly,Female,23,1940-03-11,Manufacturing,Mass Customer,N,No,18,179 Carey Terrace,3020,VIC,Australia,9,674,0.703125
675,Sibylla,Kibble,Female,73,1962-08-05,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,676,0.70125
676,Kariotta,Naper,Female,8,1952-04-07,Health,Mass Customer,N,No,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,676,0.70125
677,Wylie,Huntingdon,Male,99,1966-08-11,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,Australia,8,676,0.70125
678,Lizbeth,Garvan,Female,36,1996-09-06,Health,Mass Customer,N,No,4,5 Schurz Street,2141,NSW,Australia,9,676,0.70125
679,Averil,Ackery,Male,93,1970-09-09,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,676,0.70125
680,Myrtie,Ostrich,Female,70,1996-06-18,Property,Affluent Customer,N,Yes,9,320 Acker Drive,2251,NSW,Australia,7,676,0.70125
681,Ross,Vidgen,Male,17,1947-12-28,Retail,Affluent Customer,N,No,12,2874 Bay Hill,4032,QLD,Australia,9,682,0.7000000000000001
682,Sibby,Skinner,Female,25,1981-05-05,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,682,0.7000000000000001
683,Selle,Casper,Female,98,1978-03-27,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,NSW,Australia,1,684,0.7
684,Andrew,Froment,Male,58,1977-07-19,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,VIC,Australia,2,684,0.7
685,Maurizia,Ritmeyer,Female,95,1980-04-09,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,Australia,6,684,0.7
686,Keenan,Moriarty,Male,67,1994-12-23,Financial Services,Mass Customer,N,Yes,2,077 Hansons Point,4075,QLD,Australia,8,684,0.7
687,Davide,Senten,Male,22,1941-02-23,Manufacturing,Mass Customer,N,No,11,23737 Bartillon Street,2171,NSW,Australia,9,688,0.697
688,Renie,Fiveash,Female,92,1992-10-10,Health,High Net Worth,N,No,16,2 Anniversary Trail,4508,QLD,Australia,4,688,0.697
689,Willard,Booton,Male,69,1938-09-02,Health,High Net Worth,N,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,688,0.697
690,Debby,Balmadier,Female,53,1992-06-24,Financial Services,Affluent Customer,N,Yes,5,738 Spaight Drive,3216,VIC,Australia,8,691,0.6906249999999999
691,Rockie,MacKibbon,Male,42,1978-04-20,,Mass Customer,N,Yes,13,8 Bunker Hill Court,2298,NSW,Australia,8,691,0.6906249999999999
692,Harvey,Dwelley,Male,70,1973-08-30,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,Australia,9,691,0.6906249999999999
693,Patrice,Pariss,Male,96,1954-06-15,Financial Services,Mass Customer,N,No,9,3745 Thierer Trail,4078,QLD,Australia,5,691,0.6906249999999999
694,Arman,Yakubov,Male,68,1977-10-07,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,691,0.6906249999999999
695,Gardiner,Gypps,Male,91,1991-06-01,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,691,0.6906249999999999
696,Cathleen,Le Teve,Female,75,1950-11-06,,High Net Worth,N,No,18,32834 Caliangt Way,4211,QLD,Australia,3,691,0.6906249999999999
697,Thaddus,Joder,Male,31,1957-12-10,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,NSW,Australia,8,698,0.69
698,Josepha,Clamp,Female,12,1961-11-03,,High Net Worth,N,No,12,2 Harper Junction,2069,NSW,Australia,12,698,0.69
699,Jillane,Simion,Female,8,1974-07-03,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,Australia,3,700,0.6875
700,Lynnell,Shoesmith,Female,44,1981-01-29,Health,High Net Worth,N,Yes,7,5331 Ilene Parkway,2560,NSW,Australia,8,700,0.6875
701,Mandie,MacAdie,Female,39,1974-12-25,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,NSW,Australia,11,700,0.6875
702,Ferdinand,Billie,Male,97,1965-09-04,Manufacturing,Mass Customer,N,No,6,660 Carey Avenue,2759,NSW,Australia,8,700,0.6875
703,Suzy,Bussens,Female,44,1973-04-29,Financial Services,Mass Customer,N,No,13,25 Oneill Alley,4102,QLD,Australia,9,700,0.6875
704,Emeline,Vezey,Female,37,1953-08-07,Health,Affluent Customer,N,Yes,19,2 Golden Leaf Parkway,3759,VIC,Australia,7,700,0.6875
705,Cissiee,Baylis,Female,99,1951-07-22,Financial Services,High Net Worth,N,No,16,18 Dottie Park,2230,NSW,Australia,11,700,0.6875
706,Roldan,Raybould,Male,27,1975-11-18,Financial Services,Mass Customer,N,No,11,85 Badeau Pass,3158,VIC,Australia,8,700,0.6875
707,Barth,Weare,Male,18,1946-08-22,Health,Mass Customer,N,Yes,8,784 Lotheville Court,2541,NSW,Australia,5,708,0.68
708,Alta,Pithcock,Female,64,1999-11-18,Financial Services,Mass Customer,N,No,2,57568 Northview Junction,2141,NSW,Australia,7,708,0.68
709,Marc,Keunemann,Male,57,1972-09-04,Health,Affluent Customer,N,Yes,14,283 Golf View Lane,2747,NSW,Australia,8,708,0.68
710,Bertine,Smalles,Female,85,1983-12-10,Financial Services,Mass Customer,N,Yes,9,7 Johnson Hill,3028,VIC,Australia,8,708,0.68
711,Wilbert,O'Loughnan,Male,14,1983-05-18,Financial Services,Mass Customer,N,Yes,6,22580 Doe Crossing Drive,4055,QLD,Australia,9,708,0.68
712,Seymour,Fellibrand,Male,28,1971-10-11,,Affluent Customer,N,Yes,18,96081 Lakewood Hill,4650,QLD,Australia,2,708,0.68
713,Miran,Runchman,Female,47,1975-07-09,Retail,Mass Customer,N,No,17,6634 Old Gate Parkway,4304,QLD,Australia,3,708,0.68
714,Dorotea,Fenwick,Female,74,1950-10-12,Financial Services,High Net Worth,N,No,12,72 Lukken Crossing,2016,NSW,Australia,11,715,0.67734375
715,Jenny,Massy,Female,82,1963-10-16,Telecommunications,Mass Customer,N,Yes,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,715,0.67734375
716,Hyman,Petrolli,Male,8,1965-09-09,,Affluent Customer,N,Yes,4,290 Menomonie Circle,3782,VIC,Australia,7,715,0.67734375
717,Beatrix,McGivena,Female,26,1966-10-18,Health,Mass Customer,N,Yes,9,6 Sutherland Parkway,4879,QLD,Australia,10,715,0.67734375
718,Nalani,Hallad,Female,15,1999-11-30,Health,Affluent Customer,N,Yes,9,1 Oriole Crossing,3184,VIC,Australia,9,719,0.675
719,Inglebert,Butland,Male,71,1966-01-30,Financial Services,Mass Customer,N,Yes,7,51837 Canary Center,2114,NSW,Australia,9,719,0.675
720,Brendis,Pineaux,Male,12,1978-01-15,Manufacturing,Mass Customer,N,No,5,43030 Carberry Way,2560,NSW,Australia,4,719,0.675
721,Jaimie,Lancastle,Male,71,1972-10-23,,Mass Customer,N,Yes,5,0 Bay Drive,2750,NSW,Australia,8,722,0.6715
722,Glendon,Malham,Male,36,1965-08-21,Manufacturing,Mass Customer,N,No,17,6 Anzinger Pass,3030,VIC,Australia,6,722,0.6715
723,Morganica,Bentke,Female,40,1977-01-03,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,724,0.67
724,Calida,Schaben,Female,54,1969-03-06,,Mass Customer,N,Yes,10,1861 Chive Court,2199,NSW,Australia,9,725,0.6693749999999999
725,Hallsy,Voysey,Male,83,1970-03-11,,Mass Customer,N,No,16,9 Westerfield Point,3437,VIC,Australia,9,725,0.6693749999999999
726,Lanny,Currall,Male,37,1997-10-23,,High Net Worth,N,Yes,9,3 Redwing Center,2209,NSW,Australia,10,725,0.6693749999999999
727,Son,Varney,Male,75,1993-11-02,Property,Mass Customer,N,Yes,10,189 Bayside Court,2480,NSW,Australia,7,725,0.6693749999999999
728,Bartram,Caltun,Male,28,1956-09-15,Health,Affluent Customer,N,Yes,12,174 Farwell Point,2121,NSW,Australia,11,725,0.6693749999999999
729,Halette,Borsi,Female,60,1961-12-10,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,725,0.6693749999999999
730,Killie,Densie,Male,87,1997-03-28,IT,Mass Customer,N,Yes,11,62 Dryden Junction,2042,NSW,Australia,10,731,0.6640625
731,Mandi,Adamsson,Female,40,1992-04-07,Manufacturing,Mass Customer,N,Yes,5,25 Westerfield Road,4165,QLD,Australia,5,731,0.6640625
732,Kylila,Basezzi,Female,94,1945-06-11,,Mass Customer,N,Yes,9,64 Armistice Point,4217,QLD,Australia,9,733,0.6625000000000001
733,Yardley,Matten,Male,35,1991-03-06,Financial Services,Mass Customer,N,No,15,74 Everett Court,4408,QLD,Australia,2,733,0.6625000000000001
734,Shepperd,Leonards,Male,17,1981-04-14,Manufacturing,Mass Customer,N,Yes,5,38 Nobel Lane,2147,NSW,Australia,9,733,0.6625000000000001
735,Hamel,Curzey,Male,11,1990-04-04,,Mass Customer,N,Yes,9,6936 Homewood Avenue,4000,QLD,Australia,7,733,0.6625000000000001
736,Fancie,Woofendell,Female,68,1966-09-17,Health,Mass Customer,N,Yes,6,8 Crowley Center,4212,QLD,Australia,7,733,0.6625000000000001
737,Zebulen,Emtage,Male,52,1963-09-01,,High Net Worth,N,Yes,17,44 Ronald Regan Parkway,4352,QLD,Australia,7,733,0.6625000000000001
738,Micheil,Fleote,Male,48,1975-09-20,Manufacturing,High Net Worth,N,No,16,174 Lotheville Crossing,2093,NSW,Australia,9,739,0.66
739,Cecily,Faircley,Female,42,1947-06-12,IT,Affluent Customer,N,Yes,19,8 Bluejay Road,4301,QLD,Australia,1,739,0.66
740,Glory,Chilcott,Female,49,1939-09-09,Telecommunications,High Net Worth,N,No,9,4286 Rowland Circle,4165,QLD,Australia,5,741,0.65875
741,Sinclair,Wark,Male,68,1974-02-21,Financial Services,Mass Customer,N,Yes,11,44 Thompson Center,2134,NSW,Australia,9,741,0.65875
742,Tomaso,Horsley,Male,97,2001-04-16,Financial Services,Mass Customer,N,Yes,10,70360 Onsgard Plaza,3977,VIC,Australia,6,741,0.65875
743,Gilli,Christophers,Female,70,1948-03-02,Property,Affluent Customer,N,Yes,17,53870 Jay Pass,4575,QLD,Australia,9,744,0.65625
744,Errick,Burgin,Male,87,1998-08-19,Entertainment,Mass Customer,N,No,11,417 Killdeer Alley,2650,NSW,Australia,2,744,0.65625
745,Damian,Renard,Male,43,1976-07-19,Retail,Affluent Customer,N,No,8,28 Prentice Trail,2155,NSW,Australia,10,744,0.65625
746,Agnola,Batterson,Female,86,1980-01-03,Financial Services,Mass Customer,N,No,7,216 Bultman Park,4305,QLD,Australia,3,747,0.6545
747,Riki,Wandtke,Female,25,1962-05-12,Entertainment,Mass Customer,N,Yes,5,435 Mitchell Street,4115,QLD,Australia,7,748,0.65078125
748,Mikol,Eck,Male,99,1975-07-25,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,748,0.65078125
749,Phyllis,Wibberley,Female,7,1971-01-10,Retail,Affluent Customer,N,No,11,03 Bellgrove Avenue,2066,NSW,Australia,12,750,0.65
750,Burt,Vasechkin,Male,33,1950-04-15,Retail,Mass Customer,N,Yes,20,89100 Rusk Crossing,3338,VIC,Australia,2,751,0.648125
751,Adriana,Saundercock,U,20,1971-04-20,IT,High Net Worth,N,Yes,14,82 Gina Junction,3806,VIC,Australia,7,751,0.648125
